Year,Region,State,District,Lat,Lon,Rainfall_IMD_mm,Soil_Moisture_Historical,Mean_Temp_Historical,NDVI_Vegetation_Index,Soil_pH,Soil_Type,Nitrogen,Phosphorus,Potassium,Recommended_Crop,Historical_MSP_INR
2015,Central_India,Madhya Pradesh,Mandla,22.75,81.0,1266.4,0.25,25.0,0.85,8.0,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2016,Central_India,Madhya Pradesh,Mandla,22.75,81.0,1149.4,0.25,25.0,0.81,7.5,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2017,Central_India,Madhya Pradesh,Mandla,22.75,81.0,1173.0,0.25,25.0,0.82,7.1,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2018,Central_India,Madhya Pradesh,Mandla,22.75,81.0,1099.1,0.25,25.0,0.79,7.7,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2019,Central_India,Madhya Pradesh,Mandla,22.75,81.0,1588.4,0.25,25.0,0.93,8.1,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2020,Central_India,Madhya Pradesh,Mandla,22.75,81.0,1669.7,0.25,25.0,0.93,7.1,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2021,Central_India,Madhya Pradesh,Mandla,22.75,81.0,1695.8,0.25,25.0,0.93,7.2,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2022,Central_India,Madhya Pradesh,Mandla,22.75,81.0,1682.1,0.25,25.0,0.93,8.1,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2023,Central_India,Madhya Pradesh,Mandla,22.75,81.0,1157.9,0.25,25.0,0.81,8.0,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2024,Central_India,Madhya Pradesh,Mandla,22.75,81.0,1212.4,0.25,25.0,0.83,7.0,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2015,Central_India,Madhya Pradesh,Mandsaur,24.0,75.0,817.1,0.25,25.0,0.7,7.2,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,4100
2016,Central_India,Madhya Pradesh,Mandsaur,24.0,75.0,1083.9,0.25,25.0,0.79,8.0,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2017,Central_India,Madhya Pradesh,Mandsaur,24.0,75.0,1092.0,0.25,25.0,0.79,7.4,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2018,Central_India,Madhya Pradesh,Mandsaur,24.0,75.0,1103.8,0.25,25.0,0.79,7.2,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2019,Central_India,Madhya Pradesh,Mandsaur,24.0,75.0,2315.2,0.25,25.0,0.93,7.4,Black & Mixed / Vertisols,Medium,Medium,High,Jute,3950
2020,Central_India,Madhya Pradesh,Mandsaur,24.0,75.0,957.3,0.25,25.0,0.74,7.8,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,5825
2021,Central_India,Madhya Pradesh,Mandsaur,24.0,75.0,1395.2,0.25,25.0,0.89,7.0,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2022,Central_India,Madhya Pradesh,Mandsaur,24.0,75.0,1454.6,0.25,25.0,0.91,7.7,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2023,Central_India,Madhya Pradesh,Mandsaur,24.0,75.0,850.7,0.25,25.0,0.71,7.1,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,7020
2024,Central_India,Madhya Pradesh,Mandsaur,24.0,75.0,960.7,0.25,25.0,0.75,7.1,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,7521
2015,Central_India,Madhya Pradesh,Morena,26.5,78.0,611.1,0.25,25.0,0.63,7.2,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,4100
2016,Central_India,Madhya Pradesh,Morena,26.5,78.0,468.9,0.25,25.0,0.58,8.0,Black & Mixed / Vertisols,Medium,Medium,High,Watermelon,0
2017,Central_India,Madhya Pradesh,Morena,26.5,78.0,577.6,0.25,25.0,0.62,7.4,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,4320
2018,Central_India,Madhya Pradesh,Morena,26.5,78.0,873.9,0.25,25.0,0.72,8.1,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,5450
2019,Central_India,Madhya Pradesh,Morena,26.5,78.0,913.3,0.25,25.0,0.73,8.1,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,5550
2020,Central_India,Madhya Pradesh,Morena,26.5,78.0,565.7,0.25,25.0,0.61,7.3,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,5825
2021,Central_India,Madhya Pradesh,Morena,26.5,78.0,798.4,0.25,25.0,0.69,8.2,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,6025
2022,Central_India,Madhya Pradesh,Morena,26.5,78.0,730.5,0.25,25.0,0.67,7.5,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,6380
2023,Central_India,Madhya Pradesh,Morena,26.5,78.0,676.7,0.25,25.0,0.65,7.1,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,7020
2024,Central_India,Madhya Pradesh,Morena,26.5,78.0,1073.5,0.25,25.0,0.78,8.1,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2015,Central_India,Madhya Pradesh,Narsinghpur,23.0,79.25,986.7,0.25,25.0,0.75,7.0,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,4100
2016,Central_India,Madhya Pradesh,Narsinghpur,23.0,79.25,1308.1,0.25,25.0,0.86,7.3,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2017,Central_India,Madhya Pradesh,Narsinghpur,23.0,79.25,891.2,0.25,25.0,0.72,7.2,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,4320
2018,Central_India,Madhya Pradesh,Narsinghpur,23.0,79.25,894.3,0.25,25.0,0.72,7.6,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,5450
2019,Central_India,Madhya Pradesh,Narsinghpur,23.0,79.25,1600.4,0.25,25.0,0.93,8.1,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2020,Central_India,Madhya Pradesh,Narsinghpur,23.0,79.25,1085.4,0.25,25.0,0.79,7.2,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2021,Central_India,Madhya Pradesh,Narsinghpur,23.0,79.25,957.5,0.25,25.0,0.74,8.0,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,6025
2022,Central_India,Madhya Pradesh,Narsinghpur,23.0,79.25,1430.9,0.25,25.0,0.9,7.3,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2023,Central_India,Madhya Pradesh,Narsinghpur,23.0,79.25,1330.8,0.25,25.0,0.87,7.8,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2024,Central_India,Madhya Pradesh,Narsinghpur,23.0,79.25,1279.1,0.25,25.0,0.85,7.3,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2015,Central_India,Madhya Pradesh,Neemuch,24.5,74.75,772.7,0.25,25.0,0.68,8.1,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,4100
2016,Central_India,Madhya Pradesh,Neemuch,24.5,74.75,1201.6,0.25,25.0,0.83,7.7,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2017,Central_India,Madhya Pradesh,Neemuch,24.5,74.75,704.5,0.25,25.0,0.66,7.8,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,4320
2018,Central_India,Madhya Pradesh,Neemuch,24.5,74.75,923.4,0.25,25.0,0.73,7.9,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,5450
2019,Central_India,Madhya Pradesh,Neemuch,24.5,74.75,1438.6,0.25,25.0,0.9,8.1,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2020,Central_India,Madhya Pradesh,Neemuch,24.5,74.75,737.2,0.25,25.0,0.67,7.3,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,5825
2021,Central_India,Madhya Pradesh,Neemuch,24.5,74.75,1286.9,0.25,25.0,0.85,8.1,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2022,Central_India,Madhya Pradesh,Neemuch,24.5,74.75,1275.8,0.25,25.0,0.85,7.1,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2023,Central_India,Madhya Pradesh,Neemuch,24.5,74.75,918.0,0.25,25.0,0.73,7.4,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,7020
2024,Central_India,Madhya Pradesh,Neemuch,24.5,74.75,1177.7,0.25,25.0,0.82,8.1,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2015,Central_India,Madhya Pradesh,Panna,24.75,80.25,868.7,0.25,25.0,0.71,7.9,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,4100
2016,Central_India,Madhya Pradesh,Panna,24.75,80.25,1653.9,0.25,25.0,0.93,7.1,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2017,Central_India,Madhya Pradesh,Panna,24.75,80.25,796.0,0.25,25.0,0.69,7.9,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,4320
2018,Central_India,Madhya Pradesh,Panna,24.75,80.25,902.8,0.25,25.0,0.73,7.8,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,5450
2019,Central_India,Madhya Pradesh,Panna,24.75,80.25,997.4,0.25,25.0,0.76,7.2,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,5550
2020,Central_India,Madhya Pradesh,Panna,24.75,80.25,903.6,0.25,25.0,0.73,7.8,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,5825
2021,Central_India,Madhya Pradesh,Panna,24.75,80.25,842.9,0.25,25.0,0.71,8.0,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,6025
2022,Central_India,Madhya Pradesh,Panna,24.75,80.25,1378.5,0.25,25.0,0.88,7.1,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2023,Central_India,Madhya Pradesh,Panna,24.75,80.25,1146.2,0.25,25.0,0.81,7.5,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2024,Central_India,Madhya Pradesh,Panna,24.75,80.25,988.9,0.25,25.0,0.75,7.2,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,7521
2015,Central_India,Madhya Pradesh,Raisen,23.25,77.75,970.8,0.25,25.0,0.75,7.0,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,4100
2016,Central_India,Madhya Pradesh,Raisen,23.25,77.75,1626.9,0.25,25.0,0.93,7.4,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2017,Central_India,Madhya Pradesh,Raisen,23.25,77.75,930.6,0.25,25.0,0.74,7.1,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,4320
2018,Central_India,Madhya Pradesh,Raisen,23.25,77.75,950.6,0.25,25.0,0.74,7.5,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,5450
2019,Central_India,Madhya Pradesh,Raisen,23.25,77.75,1881.5,0.25,25.0,0.93,7.7,Black & Mixed / Vertisols,Medium,Medium,High,Jute,3950
2020,Central_India,Madhya Pradesh,Raisen,23.25,77.75,1468.4,0.25,25.0,0.91,7.9,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2021,Central_India,Madhya Pradesh,Raisen,23.25,77.75,1164.6,0.25,25.0,0.81,7.5,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2022,Central_India,Madhya Pradesh,Raisen,23.25,77.75,1919.8,0.25,25.0,0.93,7.9,Black & Mixed / Vertisols,Medium,Medium,High,Jute,4750
2023,Central_India,Madhya Pradesh,Raisen,23.25,77.75,1054.3,0.25,25.0,0.78,7.6,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2024,Central_India,Madhya Pradesh,Raisen,23.25,77.75,1343.7,0.25,25.0,0.87,7.8,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2015,Central_India,Madhya Pradesh,Rajgarh,24.25,75.0,760.8,0.25,25.0,0.68,7.0,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,4100
2016,Central_India,Madhya Pradesh,Rajgarh,24.25,75.0,1076.0,0.25,25.0,0.78,7.2,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2017,Central_India,Madhya Pradesh,Rajgarh,24.25,75.0,873.2,0.25,25.0,0.72,7.4,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,4320
2018,Central_India,Madhya Pradesh,Rajgarh,24.25,75.0,987.9,0.25,25.0,0.75,7.5,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,5450
2019,Central_India,Madhya Pradesh,Rajgarh,24.25,75.0,2186.2,0.25,25.0,0.93,7.3,Black & Mixed / Vertisols,Medium,Medium,High,Jute,3950
2020,Central_India,Madhya Pradesh,Rajgarh,24.25,75.0,713.1,0.25,25.0,0.66,7.4,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,5825
2021,Central_India,Madhya Pradesh,Rajgarh,24.25,75.0,1396.0,0.25,25.0,0.89,7.5,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2022,Central_India,Madhya Pradesh,Rajgarh,24.25,75.0,1359.7,0.25,25.0,0.88,7.3,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2023,Central_India,Madhya Pradesh,Rajgarh,24.25,75.0,812.6,0.25,25.0,0.7,7.8,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,7020
2024,Central_India,Madhya Pradesh,Rajgarh,24.25,75.0,871.7,0.25,25.0,0.72,7.6,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,7521
2015,Central_India,Madhya Pradesh,Ratlam,23.25,75.0,1315.7,0.25,25.0,0.86,8.0,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2016,Central_India,Madhya Pradesh,Ratlam,23.25,75.0,1235.7,0.25,25.0,0.84,7.1,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2017,Central_India,Madhya Pradesh,Ratlam,23.25,75.0,916.3,0.25,25.0,0.73,8.0,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,4320
2018,Central_India,Madhya Pradesh,Ratlam,23.25,75.0,816.6,0.25,25.0,0.7,7.6,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,5450
2019,Central_India,Madhya Pradesh,Ratlam,23.25,75.0,1673.4,0.25,25.0,0.93,7.8,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2020,Central_India,Madhya Pradesh,Ratlam,23.25,75.0,1226.3,0.25,25.0,0.83,7.6,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2021,Central_India,Madhya Pradesh,Ratlam,23.25,75.0,1224.4,0.25,25.0,0.83,7.9,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2022,Central_India,Madhya Pradesh,Ratlam,23.25,75.0,1223.7,0.25,25.0,0.83,7.8,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2023,Central_India,Madhya Pradesh,Ratlam,23.25,75.0,1215.4,0.25,25.0,0.83,7.5,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2024,Central_India,Madhya Pradesh,Ratlam,23.25,75.0,1011.0,0.25,25.0,0.76,8.0,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,7521
2015,Central_India,Madhya Pradesh,Rewa,24.5,81.25,849.8,0.25,25.0,0.71,7.9,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,4100
2016,Central_India,Madhya Pradesh,Rewa,24.5,81.25,1000.7,0.25,25.0,0.76,8.2,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,4160
2017,Central_India,Madhya Pradesh,Rewa,24.5,81.25,980.3,0.25,25.0,0.75,7.9,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,4320
2018,Central_India,Madhya Pradesh,Rewa,24.5,81.25,912.6,0.25,25.0,0.73,7.0,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,5450
2019,Central_India,Madhya Pradesh,Rewa,24.5,81.25,1288.5,0.25,25.0,0.85,7.7,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2020,Central_India,Madhya Pradesh,Rewa,24.5,81.25,1082.0,0.25,25.0,0.79,7.2,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2021,Central_India,Madhya Pradesh,Rewa,24.5,81.25,1126.8,0.25,25.0,0.8,7.9,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2022,Central_India,Madhya Pradesh,Rewa,24.5,81.25,839.7,0.25,25.0,0.7,7.4,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,6380
2023,Central_India,Madhya Pradesh,Rewa,24.5,81.25,968.5,0.25,25.0,0.75,7.6,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,7020
2024,Central_India,Madhya Pradesh,Rewa,24.5,81.25,1117.6,0.25,25.0,0.8,7.5,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2015,Central_India,Madhya Pradesh,Sagar,23.75,78.75,773.7,0.25,25.0,0.68,7.2,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,4100
2016,Central_India,Madhya Pradesh,Sagar,23.75,78.75,1185.9,0.25,25.0,0.82,7.4,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2017,Central_India,Madhya Pradesh,Sagar,23.75,78.75,788.8,0.25,25.0,0.69,7.7,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,4320
2018,Central_India,Madhya Pradesh,Sagar,23.75,78.75,851.2,0.25,25.0,0.71,7.0,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,5450
2019,Central_India,Madhya Pradesh,Sagar,23.75,78.75,1557.3,0.25,25.0,0.93,8.0,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2020,Central_India,Madhya Pradesh,Sagar,23.75,78.75,1151.3,0.25,25.0,0.81,7.8,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2021,Central_India,Madhya Pradesh,Sagar,23.75,78.75,1167.2,0.25,25.0,0.81,8.2,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2022,Central_India,Madhya Pradesh,Sagar,23.75,78.75,1520.2,0.25,25.0,0.93,7.5,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2023,Central_India,Madhya Pradesh,Sagar,23.75,78.75,1175.1,0.25,25.0,0.82,7.8,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2024,Central_India,Madhya Pradesh,Sagar,23.75,78.75,1434.0,0.25,25.0,0.9,7.3,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2015,Central_India,Madhya Pradesh,Satna,24.25,80.5,1200.8,0.25,25.0,0.83,7.2,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2016,Central_India,Madhya Pradesh,Satna,24.25,80.5,1798.0,0.25,25.0,0.93,7.4,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2017,Central_India,Madhya Pradesh,Satna,24.25,80.5,606.2,0.25,25.0,0.63,7.3,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,4320
2018,Central_India,Madhya Pradesh,Satna,24.25,80.5,577.2,0.25,25.0,0.62,8.1,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,5450
2019,Central_India,Madhya Pradesh,Satna,24.25,80.5,791.5,0.25,25.0,0.69,8.2,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,5550
2020,Central_India,Madhya Pradesh,Satna,24.25,80.5,699.9,0.25,25.0,0.66,7.9,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,5825
2021,Central_India,Madhya Pradesh,Satna,24.25,80.5,636.0,0.25,25.0,0.64,7.2,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,6025
2022,Central_India,Madhya Pradesh,Satna,24.25,80.5,756.5,0.25,25.0,0.68,8.2,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,6380
2023,Central_India,Madhya Pradesh,Satna,24.25,80.5,559.9,0.25,25.0,0.61,7.9,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,7020
2024,Central_India,Madhya Pradesh,Satna,24.25,80.5,938.8,0.25,25.0,0.74,7.2,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,7521
2015,Central_India,Madhya Pradesh,Sehore,23.25,77.0,1056.7,0.25,25.0,0.78,7.3,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2016,Central_India,Madhya Pradesh,Sehore,23.25,77.0,1455.7,0.25,25.0,0.91,7.8,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2017,Central_India,Madhya Pradesh,Sehore,23.25,77.0,905.9,0.25,25.0,0.73,7.7,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,4320
2018,Central_India,Madhya Pradesh,Sehore,23.25,77.0,868.5,0.25,25.0,0.71,8.1,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,5450
2019,Central_India,Madhya Pradesh,Sehore,23.25,77.0,1731.3,0.25,25.0,0.93,7.1,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2020,Central_India,Madhya Pradesh,Sehore,23.25,77.0,1407.2,0.25,25.0,0.89,7.7,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2021,Central_India,Madhya Pradesh,Sehore,23.25,77.0,1069.1,0.25,25.0,0.78,8.0,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2022,Central_India,Madhya Pradesh,Sehore,23.25,77.0,1866.5,0.25,25.0,0.93,7.4,Black & Mixed / Vertisols,Medium,Medium,High,Jute,4750
2023,Central_India,Madhya Pradesh,Sehore,23.25,77.0,1005.2,0.25,25.0,0.76,7.6,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,7020
2024,Central_India,Madhya Pradesh,Sehore,23.25,77.0,1452.2,0.25,25.0,0.91,7.6,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2015,Central_India,Madhya Pradesh,Seoni,22.0,79.5,1175.2,0.25,25.0,0.82,8.0,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2016,Central_India,Madhya Pradesh,Seoni,22.0,79.5,858.1,0.25,25.0,0.71,7.9,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,4160
2017,Central_India,Madhya Pradesh,Seoni,22.0,79.5,838.2,0.25,25.0,0.7,7.3,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,4320
2018,Central_India,Madhya Pradesh,Seoni,22.0,79.5,772.7,0.25,25.0,0.68,7.6,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,5450
2019,Central_India,Madhya Pradesh,Seoni,22.0,79.5,1249.3,0.25,25.0,0.84,7.4,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2020,Central_India,Madhya Pradesh,Seoni,22.0,79.5,1388.1,0.25,25.0,0.89,7.4,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2021,Central_India,Madhya Pradesh,Seoni,22.0,79.5,967.3,0.25,25.0,0.75,7.7,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,6025
2022,Central_India,Madhya Pradesh,Seoni,22.0,79.5,1555.0,0.25,25.0,0.93,7.1,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2023,Central_India,Madhya Pradesh,Seoni,22.0,79.5,1701.9,0.25,25.0,0.93,7.3,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2024,Central_India,Madhya Pradesh,Seoni,22.0,79.5,1788.6,0.25,25.0,0.93,8.1,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2015,Central_India,Madhya Pradesh,Shahdol,23.25,81.25,909.4,0.25,25.0,0.73,7.0,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,4100
2016,Central_India,Madhya Pradesh,Shahdol,23.25,81.25,1366.2,0.25,25.0,0.88,7.6,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2017,Central_India,Madhya Pradesh,Shahdol,23.25,81.25,869.6,0.25,25.0,0.71,8.1,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,4320
2018,Central_India,Madhya Pradesh,Shahdol,23.25,81.25,1015.7,0.25,25.0,0.76,7.5,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,5450
2019,Central_India,Madhya Pradesh,Shahdol,23.25,81.25,1442.7,0.25,25.0,0.91,7.5,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2020,Central_India,Madhya Pradesh,Shahdol,23.25,81.25,1333.2,0.25,25.0,0.87,7.8,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2021,Central_India,Madhya Pradesh,Shahdol,23.25,81.25,1328.8,0.25,25.0,0.87,7.5,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2022,Central_India,Madhya Pradesh,Shahdol,23.25,81.25,1287.4,0.25,25.0,0.85,7.7,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2023,Central_India,Madhya Pradesh,Shahdol,23.25,81.25,1101.7,0.25,25.0,0.79,7.7,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2024,Central_India,Madhya Pradesh,Shahdol,23.25,81.25,1234.7,0.25,25.0,0.84,7.3,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2015,Central_India,Madhya Pradesh,Shajapur,23.5,76.25,1644.3,0.25,25.0,0.93,7.4,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2016,Central_India,Madhya Pradesh,Shajapur,23.5,76.25,1258.8,0.25,25.0,0.84,7.8,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2017,Central_India,Madhya Pradesh,Shajapur,23.5,76.25,753.4,0.25,25.0,0.68,7.0,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,4320
2018,Central_India,Madhya Pradesh,Shajapur,23.5,76.25,922.1,0.25,25.0,0.73,7.3,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,5450
2019,Central_India,Madhya Pradesh,Shajapur,23.5,76.25,2205.3,0.25,25.0,0.93,7.7,Black & Mixed / Vertisols,Medium,Medium,High,Jute,3950
2020,Central_India,Madhya Pradesh,Shajapur,23.5,76.25,1072.8,0.25,25.0,0.78,7.4,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2021,Central_India,Madhya Pradesh,Shajapur,23.5,76.25,1457.1,0.25,25.0,0.91,7.0,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2022,Central_India,Madhya Pradesh,Shajapur,23.5,76.25,1485.0,0.25,25.0,0.92,7.4,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2023,Central_India,Madhya Pradesh,Shajapur,23.5,76.25,748.5,0.25,25.0,0.67,7.2,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,7020
2024,Central_India,Madhya Pradesh,Shajapur,23.5,76.25,933.7,0.25,25.0,0.74,7.6,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,7521
2015,Central_India,Madhya Pradesh,Sheopur,25.75,76.75,761.6,0.25,25.0,0.68,7.9,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,4100
2016,Central_India,Madhya Pradesh,Sheopur,25.75,76.75,978.2,0.25,25.0,0.75,7.8,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,4160
2017,Central_India,Madhya Pradesh,Sheopur,25.75,76.75,433.1,0.25,25.0,0.57,7.4,Black & Mixed / Vertisols,Medium,Medium,High,Watermelon,0
2018,Central_India,Madhya Pradesh,Sheopur,25.75,76.75,804.7,0.25,25.0,0.69,7.8,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,5450
2019,Central_India,Madhya Pradesh,Sheopur,25.75,76.75,1151.5,0.25,25.0,0.81,7.4,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2020,Central_India,Madhya Pradesh,Sheopur,25.75,76.75,775.8,0.25,25.0,0.68,8.0,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,5825
